,Supermere_2D_S7,Supermere_2D_S8,Supermere_2D_S9,Supermere_3D_S16,Supermere_3D_S17,Supermere_3D_S18,Supermere_FPLC_S23,Supermere_FPLC_S24,Supermere_FPLC_S25,Supermere_FPLC_S26,S1_DiFi_FPLC_2uL,S2_DiFi_His_2uL,S3_CCCR_FPLC_2uL,S4_CCCR_His_2uL
B4GALT1,2.92456714260332,3.31264672194125,2.93962089333755,3.56806531410524,3.33778484391684,3.46871393829317,3.46881062925699,3.32872237087975,3.69196718812032,3.64476072173517,3.92646700946729,3.4593596628752,4.67055287832251,4.06730666883819
RRM2,3.64809754388623,3.43688942971458,2.77359226354915,3.44267489234056,3.57683896563117,3.70986437727204,3.67246702586082,3.67371097637403,3.95223993047539,4.19075386455819,3.38818285510002,4.20937849266566,2.96280221005881,2.86901391440014
MGAT5,4.68491520564975,4.3686929603325,3.56585998587379,3.44267489234056,3.05109597513279,3.70986437727204,2.78139836589901,3.04225285179898,2.61122754728392,3.64476072173517,2.87052274241237,3.28533118563263,3.72611869406106,4.62329400757067
FASN,6.59381163968113,6.70951294998893,6.0636529491928,2.30719248234867,2.21543219554927,2.3300996844005,2.37755694803547,2.20754373973101,2.39465901808086,1.95492581589961,2.51978738675437,4.9541197121943,3.5697570737608,3.1508960348579
RCC2,4.12772790829279,4.09462213849059,4.39343610288359,2.98387517596422,2.6929426969253,3.46871393829317,2.94757194825516,3.32872237087975,3.4880608548379,3.64476072173517,3.15244730840954,3.4593596628752,3.5697570737608,3.766734328091
KPNA4,3.07322314924793,3.43688942971458,3.56585998587379,3.56806531410524,3.68298581076959,3.59432192266927,2.78139836589901,3.1925863325403,3.11525809989854,3.26766758549116,4.62497109130796,4.30370560441847,3.99566630003699,2.86901391440014
IPO9,4.48706763888571,4.3686929603325,3.56585998587379,3.15354276915406,2.88310498825785,2.59347357073696,2.94757194825516,2.68444247498666,3.37417170152042,2.7557250512015,4.19861812597937,4.39224204046228,4.11364078561529,3.38660193243663
HNRNPA1,3.55000735441012,3.1766874906299,4.14406608441303,3.3053399029244,3.33778484391684,3.17900169483812,3.93246795663345,3.56762411237549,3.69196718812032,2.94727461263241,3.38818285510002,3.08739300188541,4.11364078561529,3.38660193243663
PDCD6IP,4.81731073452589,4.65115831120052,4.44958131497775,3.88968434814537,3.68298581076959,3.81683549642601,3.23160448319078,3.04225285179898,3.25051537152042,0.970107555577958,4.19861812597937,4.47565783689629,2.96280221005881,1.36536450103624
ASS1,3.44475821908342,3.75597948588324,2.58594139324158,4.30441272035434,4.19455846817798,4.33162671797723,3.85089865728927,4.32186543304007,4.30286906877823,2.27379829704961,2.05542144898087,4.70036361097552,1.89473910179792,2.51834436472457
API5,3.64809754388623,3.43688942971458,4.14406608441303,3.79023698444984,3.57683896563117,3.81683549642601,3.35507721763994,3.67371097637403,3.78404158811829,0.970107555577958,4.71442159914491,4.47565783689629,3.72611869406106,1.36536450103624
ANP32B,2.57151760075562,2.45099647857302,2.11638083409208,4.15251267662574,3.57683896563117,3.46871393829317,3.76443962443268,4.03388539871782,4.1028602072161,3.85058071257757,3.92646700946729,3.4593596628752,3.72611869406106,3.1508960348579
SEPHS1,3.20798235977364,2.85899769615491,2.58594139324158,3.44267489234056,3.33778484391684,3.33111788635302,3.46881062925699,3.56762411237549,3.4880608548379,3.11634697017422,4.31758648745847,4.10844989385587,3.5697570737608,3.92483407018895
SF3B3,4.68491520564975,4.84303945686884,5.20408277328473,2.569609625994,2.21543219554927,2.81610842924801,3.23160448319078,3.32872237087975,3.11525809989854,2.7557250512015,3.59075491016882,3.4593596628752,2.96280221005881,3.38660193243663
WARS1,4.25770925331244,4.09462213849059,3.664046907934,4.30441272035434,3.57683896563117,4.33162671797723,2.78139836589901,2.68444247498666,2.39465901808086,0,4.19861812597937,4.9541197121943,3.19466101030515,3.58915210607507
PTPRK,4.48706763888571,4.4297838373901,4.55571347988989,4.15251267662574,4.19455846817798,4.17956709654657,2.94757194825516,3.04225285179898,2.79948922561929,2.94727461263241,2.51978738675437,2.24786502574996,1.89473910179792,3.58915210607507
AKR1A1,2.35622457757371,2.45099647857302,3.56585998587379,3.15354276915406,3.33778484391684,2.81610842924801,3.93246795663345,3.77252837041976,3.87059057316192,3.94343374045177,4.19861812597937,4.39224204046228,2.68640964602462,3.38660193243663
TINAGL1,2.57151760075562,3.02656962360087,1.80819401344782,4.15251267662574,4.26461401992626,4.81719889265512,2.94757194825516,3.04225285179898,2.96599568467055,4.03067032928669,2.51978738675437,1.80729838568951,4.81687984497183,5.09189851549475
SLC3A2,3.20798235977364,3.55127575438274,3.08849929500469,3.68342366980374,3.46225764988683,3.59432192266927,3.67246702586082,3.67371097637403,3.87059057316192,4.03067032928669,2.87052274241237,1.80729838568951,3.99566630003699,3.1508960348579
UBE2L3,3.20798235977364,3.1766874906299,3.22344120934214,3.15354276915406,3.20154998803994,3.17900169483812,3.35507721763994,3.45311269080306,3.25051537152042,3.40461247780794,3.15244730840954,3.61463715409214,3.72611869406106,4.52793344246309
KLK6,3.55000735441012,3.75597948588324,3.664046907934,2.30719248234867,2.21543219554927,2.3300996844005,3.09656686713733,2.68444247498666,3.11525809989854,3.26766758549116,4.62497109130796,4.10844989385587,4.74557073913876,4.06730666883819
HMGCS1,3.55000735441012,3.65725525038434,2.93962089333755,3.56806531410524,3.57683896563117,3.91641962809647,3.67246702586082,3.77252837041976,4.1028602072161,3.40461247780794,3.76835394492991,3.75481421385341,2.34420950104055,1.36536450103624
LGALS3BP,3.33122231971088,3.55127575438274,2.77359226354915,4.15251267662574,4.19455846817798,4.00957143200743,3.67246702586082,3.77252837041976,3.4880608548379,3.94343374045177,3.15244730840954,1.16988102890304,3.5697570737608,2.51834436472457
CFL1,4.6379383992635,4.70157368473307,4.6545701756865,4.23046095285169,4.4564243195121,4.33162671797723,2.78139836589901,3.77252837041976,3.25051537152042,0.970107555577958,2.05542144898087,3.08739300188541,2.96280221005881,1.36536450103624
CADM4,2.35622457757371,2.19356649367957,2.11638083409208,3.15354276915406,3.05109597513279,3.17900169483812,3.93246795663345,3.56762411237549,3.78404158811829,4.03067032928669,3.38818285510002,3.08739300188541,4.22269306995326,4.95195458495737
IFI30,2.75881510914874,2.85899769615491,2.77359226354915,2.79156098401869,2.47385402523252,3.0089353083393,3.35507721763994,3.45311269080306,3.4880608548379,3.40461247780794,3.92646700946729,3.4593596628752,4.81687984497183,4.42582070520397
NLN,1.40496558913105,1.88000441901047,2.11638083409208,3.56806531410524,2.88310498825785,3.59432192266927,4.08295191732015,3.9519167873388,3.78404158811829,4.11293134642858,4.31758648745847,4.30370560441847,2.96280221005881,3.766734328091
PGM2L1,3.73994096057909,4.01711875952416,3.664046907934,2.569609625994,1.90039543102159,3.0089353083393,2.94757194825516,3.45311269080306,3.4880608548379,3.11634697017422,3.59075491016882,4.39224204046228,3.3943653313673,3.38660193243663
SEMA3A,4.73041047552862,4.54471301847084,4.91601905629984,0.990807894861643,0.934366796607263,1.59177536882786,2.78139836589901,2.46560955367675,2.61122754728392,2.5347920257034,3.76835394492991,4.62928066666994,4.74557073913876,5.27924613611351
LTBP4,3.64809754388623,4.16817335250845,1.80819401344782,3.56806531410524,3.46225764988683,4.25759936039531,2.94757194825516,3.04225285179898,3.37417170152042,3.64476072173517,3.15244730840954,2.24786502574996,4.22269306995326,2.86901391440014
GARS1,4.89927263736643,4.70157368473307,4.74708521230034,3.56806531410524,3.46225764988683,3.59432192266927,2.37755694803547,2.87441215271289,2.96599568467055,0.970107555577958,2.51978738675437,3.88256926416918,2.34420950104055,3.38660193243663
